score,label
0.032589775,0
0.025293652,2
0.0349899,2
0.030190535,0
0.02362468,0
0.031667013,1
0.25649285,0
0.04635746,0
0.030045466,0
0.028067803,0
0.027437806,2
0.12471748,0
0.066594176,0
0.030574868,2
0.30382216,1
0.028296238,0
0.024770673,0
0.028855672,0
0.027751522,0
0.02987466,2
0.112642504,1
0.024758752,0
0.02828452,0
0.059116505,0
0.025479594,2
0.049756266,0
0.03598729,0
0.029148737,0
0.023329366,0
0.045774873,3
0.03197842,2
0.030263586,2
0.04897178,0
0.058147892,0
0.026703496,2
0.025611237,3
0.024401773,2
0.025668334,0
0.08209502,0
0.023056041,0
0.048064068,0
0.027967146,0
0.03128246,2
0.047247868,0
0.030157095,0
0.033139277,0
0.028342847,0
0.04613897,0
0.027535938,2
0.025106903,2
0.028997257,0
0.048398368,0
0.026918124,0
0.08917594,2
0.027132038,0
0.020389961,0
0.02613507,0
0.035359427,0
0.03425402,0
0.028538467,3
0.030650826,0
0.026634304,0
0.026379775,0
0.023519559,0
0.02746035,0
0.021955179,0
0.041421816,0
0.026312958,0
0.024774909,2
0.023478461,3
0.034826063,0
0.040201858,0
0.051305346,0
0.022970526,0
0.036812123,0
0.0324051,0
0.1703787,0
0.022332324,2
0.025494501,3
0.079028465,0
0.024996985,0
0.0234093,0
0.025673151,0
0.04163682,0
0.027323643,2
0.049231265,0
0.024877759,0
0.034273583,0
0.024444811,3
0.026515195,2
0.03166984,2
0.024031186,0
0.026731672,0
0.027406681,0
0.025472278,0
0.05764512,0
0.12924351,0
0.028126797,3
0.03194999,0
0.037956752,0
0.23224072,1
0.037828747,0
0.024961112,0
0.02208802,2
0.02586232,0
0.039728634,0
0.034800008,0
0.06571855,3
0.027989145,3
0.024824671,0
0.024006288,2
0.02427263,2
0.027162513,0
0.049106494,0
0.03205666,0
0.032109953,0
0.05845357,0
0.030739995,2
0.032453075,0
0.05083614,0
0.03671165,0
0.04165902,1
0.044934556,0
0.030279731,0
0.029110441,0
0.025111863,0
0.036578394,0
0.021241026,0
0.022562109,0
0.14018716,0
0.024840713,0
0.038478415,0
0.038760915,0
0.033480603,0
0.032114767,0
0.029586561,2
0.02866631,0
0.06252221,0
0.060699303,0
0.05320256,2
0.02629955,0
0.023266982,2
0.039934188,0
0.039261773,0
0.031536758,0
0.030567138,0
0.027606063,0
0.024259273,2
0.030109275,0
0.030425407,0
0.034148626,0
0.025962776,0
0.023056524,0
0.039038945,0
0.03061755,0
0.03159889,2
0.020820728,0
0.046742275,0
0.031712472,0
0.026682014,2
0.05245404,0
0.024808483,0
0.02752025,0
0.0273549,2
0.024776572,0
0.03614976,0
0.027143596,0
0.06359112,0
0.033232324,0
0.025717203,0
0.026872193,0
0.03403091,0
0.034530707,0
0.02603975,0
0.028203193,0
0.025298959,0
0.034887683,0
0.043181032,0
0.119357444,1
0.023116939,0
0.17012128,0
0.032850046,0
0.07131332,2
0.033441406,0
0.06860017,2
0.025815012,2
0.026327182,0
0.025805848,0
0.026682056,0
0.028181702,2
0.03818945,0
0.06258432,0
0.03212925,0
0.024323909,0
0.029559376,0
0.029205196,0
0.02511235,0
0.020673968,0
0.040495433,2
0.046145394,0
0.020475961,0
0.048709847,3
0.0843288,1
0.02429421,2
0.053899497,0
0.02537465,2
0.026956808,0
0.04306666,0
0.026174085,0
0.027306551,2
0.025960864,0
0.037825886,0
0.03055714,0
0.02422512,2
0.032187566,0
0.038800023,0
0.044085328,0
0.044402897,2
0.040786117,0
0.027635695,3
0.028708886,0
0.032001067,0
0.021784885,0
0.078450635,2
0.029124392,2
0.025985692,2
0.024390096,0
0.020961942,0
0.02379041,0
0.042186707,0
0.038984306,0
0.10636759,0
0.02734314,0
0.025542334,2
0.031006575,0
0.03387164,0
0.028461482,0
0.028857937,0
0.024637608,2
0.02752025,0
0.05533733,2
0.03283078,0
0.054071963,0
0.028224492,0
0.029863972,0
0.05042756,2
0.021856083,0
0.027699452,2
0.054838542,0
0.03290613,2
0.025398811,2
0.021088976,0
0.023272049,0
0.028990608,0
0.06188379,1
0.079773925,0
0.029163111,0
0.06834946,2
0.072930224,0
0.030563733,0
0.025149241,0
0.028619086,2
0.04406367,0
0.025428561,0
0.033734888,0
0.18662219,2
0.030727288,0
0.02148589,2
0.07472574,0
0.035835072,0
0.035978727,3
0.05271502,1
0.053991582,3
0.033720136,0
0.03279065,0
0.27686584,1
0.027151216,0
0.028018465,2
0.025859952,2
0.029229108,0
0.032541912,0
0.026830222,0
0.025757749,0
0.026545368,0
0.039638404,0
0.02827095,3
0.04961474,0
0.07004034,1
0.024459671,0
0.026553255,0
0.026334705,0
0.034379374,2
0.021964459,0
0.09690599,2
0.073149525,0
0.10379014,1
0.027693676,2
0.024058893,0
0.18494411,3
0.06374632,0
0.0972901,0
0.29716888,1
0.02759009,0
0.03494321,0
0.099378504,0
0.026169455,0
0.27852076,0
0.025381701,0
0.02926034,0
0.03155772,0
0.024954613,0
0.03228198,1
0.034554563,0
0.023398185,0
0.028515961,0
0.023616798,2
0.030066637,0
0.03479218,0
0.030642599,3
0.024377242,0
0.020523617,0
0.3235768,1
0.029509395,2
0.02502761,2
0.02836274,0
0.026694663,0
0.046140775,2
0.03398243,1
0.09686169,0
0.022968404,0
0.024144236,2
0.0234295,0
0.025988292,0
0.021798575,2
0.024886986,0
0.025726283,0
0.03803867,0
0.11661271,0
0.095012195,1
0.039314322,0
0.06071288,0
0.026195535,0
0.025552988,0
0.08584805,0
0.037782013,0
0.032588996,3
0.03707954,0
0.02549526,2
0.05839219,0
0.02570947,2
0.03276801,0
0.049966644,0
0.021562655,0
0.021848908,0
0.25344962,0
0.028158084,0
0.026459912,2
0.042082805,0
0.03169311,0
0.030790217,0
0.027736127,0
0.022263203,2
0.024713717,0
0.025788536,0
0.022552272,0
0.056485206,0
0.022994665,2
0.045937713,0
0.025986053,0
0.02172094,0
0.027610954,0
0.06218209,3
0.027962072,0
0.08520307,0
0.033241574,3
0.030968867,0
0.02882817,0
0.056010168,0
0.02766688,0
0.032826934,0
0.02925503,0
0.030152973,0
0.025444033,0
0.03281903,0
0.06718192,3
0.026849918,0
0.16043022,1
0.05366315,0
0.06364241,0
0.022373056,0
0.02373995,2
0.030564243,0
0.075131565,0
0.037321635,0
0.027845033,0
0.026255911,0
0.062334657,0
0.056048602,2
0.022675376,0
0.028161613,2
0.023554655,0
0.02639505,0
0.0343288,2
0.10308056,2
0.024325484,2
0.025932053,2
0.16254888,1
0.10425781,0
0.038373742,0
0.029909866,0
0.029135935,0
0.047984347,3
0.059351895,0
0.028445277,0
0.090574004,0
0.03947131,0
0.04909917,0
0.02638196,0
0.024400411,2
0.03064176,2
0.025044702,2
0.048042573,0
0.024510806,2
0.037199326,2
0.055747088,0
0.02890768,3
0.03844904,3
0.04106142,0
0.07472763,3
0.07234361,3
0.03685281,3
0.031739954,3
0.03640561,0
0.026032802,0
0.028010923,0
0.0253392,3
0.028013993,2
0.15536298,2
0.026168574,0
0.03397106,1
0.061790373,3
0.1670715,1
0.02602581,3
0.08481846,1
0.04429439,0
0.042765647,2
0.02513479,2
0.07959125,2
0.042701893,1
0.03081591,0
0.056809973,3
0.09394241,1
0.058245167,2
0.05054441,0
0.03199581,0
0.025435757,3
0.02457502,2
0.071133286,2
0.024893664,3
0.07850577,2
0.06634483,2
0.05099847,0
0.02513752,0
0.06125614,3
0.043694776,2
0.026067935,0
0.06765942,3
0.027177136,0
0.060091693,0
0.04251638,2
0.02993433,0
0.052856043,0
0.037412878,0
0.06426067,0
0.058301866,2
0.04950403,1
0.030873373,0
0.046687033,2
0.028695168,2
0.03125517,0
0.07286547,3
0.042383105,2
0.050249297,2
0.053443138,0
0.37044,1
0.06129864,2
0.044489585,1
0.026019337,3
0.025703227,3
0.027501015,3
0.026842501,2
0.056755997,3
0.060078174,3
0.028644094,2
0.03988987,0
0.022789879,2
0.031741086,3
0.039386753,3
0.05428792,3
0.031012092,0
0.025920762,0
0.025659284,0
0.07983059,0
0.0983587,1
0.027409926,0
0.029884785,3
0.3916564,1
0.028533649,0
0.022575729,2
0.04109663,2
0.03608586,1
0.050176714,2
0.028936597,1
0.07567482,0
0.036396097,0
0.026953619,2
0.024446948,2
0.026546575,2
0.057362445,0
0.07151663,0
0.040718056,3
0.05560087,0
0.038733725,3
0.028728526,2
0.030254118,0
0.027287152,3
0.025608761,3
0.28427327,1
0.046000395,0
0.10165444,1
0.17052825,0
0.0342034,2
0.02645973,2
0.028747838,2
0.4572026,1
0.04424829,0
0.02669274,3
0.09532442,1
0.026711676,3
0.051069424,0
0.053605456,0
0.027194588,3
0.031009944,0
0.028689383,2
0.040016804,0
0.07415093,1
0.09976864,3
0.03100987,0
0.05318027,2
0.037819013,2
0.12320258,2
0.02729153,2
0.07113943,0
0.07311405,3
0.04157479,0
0.030646343,2
0.04177075,3
0.055041563,2
0.1839713,0
0.023157164,3
0.10320233,1
0.1308651,3
0.03251673,0
0.029294193,0
0.04330432,3
0.0492243,3
0.42780438,1
0.028744075,0
0.03821443,0
0.034887068,2
0.062077988,2
0.028493712,3
0.07878052,2
0.045014106,3
0.042634342,3
0.024604904,3
0.024249624,0
0.026361166,3
0.04728807,0
0.04649885,0
0.030305445,3
0.077634245,0
0.024820875,2
0.026368275,2
0.06450175,0
0.02198853,3
0.0357323,1
0.051270146,2
0.037323326,3
0.027041389,3
0.05134453,1
0.03180024,3
0.033076424,2
0.054892667,3
0.07326565,0
0.036730796,2
0.042845294,2
0.03085605,0
0.041654825,2
0.05265943,2
0.092012905,1
0.03676061,3
0.038981896,0
0.074022904,3
0.049344916,3
0.10010583,3
0.028104536,3
0.036227845,0
0.053579472,1
0.028676528,2
0.035125136,2
0.04520035,2
0.029363843,0
0.030257287,0
0.054345697,0
0.036189616,0
0.02592398,0
0.08680031,1
0.056813892,2
0.038932692,2
0.07116048,2
0.06123131,0
0.05764356,2
0.4419567,1
0.03470738,0
0.02732538,2
0.03135961,0
0.15820003,0
0.051864296,2
0.030786345,2
0.033547893,0
0.042106573,1
0.06669395,0
0.079318374,0
0.045072883,1
0.027540663,0
0.031821962,2
0.027987342,2
0.03566898,0
0.0446427,2
0.05321549,2
0.081559554,1
0.06250939,1
0.027913705,2
0.059739627,0
0.030859178,3
0.0246292,0
0.022506775,0
0.054938134,3
0.060894635,2
0.029388467,0
0.13798738,0
0.09593978,1
0.046507508,0
0.050543703,0
0.103781104,1
